1433012570236.9626, 5.526060078485506e+27
4371444812611.09, 5.332528264487978e+27
15963385442879.422, 4.2045248649922475e+27
5623413251903.491, 1.5110830051036986e+28
11547819846894.582, 2.955894086114423e+28
7498942093324.559, 5.992394061597992e+28
12409377607517.195, 1.0251273688501714e+29
33982083289425.594, 6.835920275013377e+28
39241897584845.36, 4.268776095387179e+28
39241897584845.36, 8.36130717761419e+28
74989420933245.58, 8.636931775521738e+28
50480657166674.71, 1.0574610273202483e+29
22067340690845.9, 1.5852678280066415e+29
103663292843769.8, 2.2880238034241898e+29
50480657166674.71, 1.75082392505737e+29
191095297497044.06, 2.2099237079558207e+29
128639694493697.45, 3.916211190002836e+29
1074607828321317.5, 2.3168956710011785e+30
