835362546957826200, 8.073779240798313e+31
220673406908458980, 9.902003692404606e+31
283873596475875500, 5.780253058688545e+31
74989420933245580, 1.3885575002300084e+32
50480657166674700, 7.33677577313314e+31
64938163157621130, 2.58672888322801e+31
67317038241449820, 2.6749824668127903e+31
133352143216332400, 3.268665189732487e+31
165481709994318140, 2.2574358602873414e+31
138237222735789970, 2.041561011087788e+31
124093776075171950, 1.9744646436387933e+31
352269465147310140, 1.8425760021701787e+31
77736503023877580, 1.0790617663252656e+31
74989420933245580, 1.2766372677268618e+31
50480657166674700, 1.0096977250158844e+31
64938163157621130, 7.457700308107775e+30
37855152492586296, 7.46504824141204e+30
45315836376008180, 6.308082346296034e+30
43714448126110900, 5.514824625695666e+30
54246909370113256, 5.154227090721176e+30
39241897584845360, 4.359407464616643e+30
32781211513934588, 2.913315675435687e+30
42169650342858220, 1.945384603805257e+30
12409377607517196, 3.018255013244277e+30
7233941627366748, 2.087371169035497e+30
5424690937011326, 2.9228947977895544e+30
3522694651473101.5, 3.7012218608388926e+30
1539926526059492, 3.5842836589485407e+30
2128751661796372.5, 3.4637554103419433e+30
1910952974970440.5, 3.963025949479847e+30
5829415347136074, 6.122433011133123e+30
6042963902381353, 8.56802905690994e+30
10746078283213174, 5.717974898776986e+30
21287516617963724, 6.987016079273863e+30
23713737056616550, 8.264163582525954e+30
25482967479793464, 1.195985243404636e+31
29427271762092820, 1.2788183233488338e+31
30505278902670256, 1.3676577093132763e+31
35226946514731016, 1.9790068998868906e+31
19809567785503388, 1.5657186754641534e+31
15963385442879422, 1.4160845612714948e+31
17154378963428790, 1.8527656210322253e+31
22067340690845900, 1.618925014665593e+31
15399265260594920, 9.784390090784268e+30
9305720409296990, 1.2391466838451777e+31
5829415347136074, 1.2826020365980051e+31
10366329284376980, 1.9834293830582423e+31
2641648320386092.5, 1.0857416685265667e+31
2548296747979346.5, 1.6528626656620027e+30
1910952974970440.5, 1.4456751359149536e+30
2053525026457146, 8.441838584432977e+29
835362546957826.1, 1.6562300729158406e+30
865964323360065.4, 2.026205053400825e+30
58294153471360.74, 3.486570847369059e+30
